"SampleId","date","stn_id","lat","lon","stn_type","stn_elev","climate_type","aqua_night_lst","aqua_emis","aqua_ndvi","elev","pop","clc_artificial","clc_water","clc_bare","clc_vegetation","TempLabel"
"id_5471",2003-01-08,5007001,44.7811111111111,6.73666666666667,"4",1692,"2",-15.27,0.985,0.0046,1754,62,0,0,0,1,"A"
"id_5473",2003-01-08,5026001,44.6711111111111,6.77611111111111,"4",1666,"1",-16.17,0.986,0.1123,1717,205,0.21,0,0,0.79,"A"
"id_5474",2003-01-08,5028001,44.4716666666667,5.78166666666667,"4",758,"6",-11.05,0.983,0.4322,837,0,0,0,0,1,"A"
"id_5477",2003-01-08,5079001,44.9713888888889,6.51416666666667,"4",1455,"1",-17.41,0.984,0.085,1466,158,0.07,0,0,0.93,"A"
"id_5478",2003-01-08,5085001,44.9325,6.72583333333333,"4",1856,"2",-17.77,0.987,0.0243,1986,77,0.0525,0,0.065,0.8825,"A"
"id_5479",2003-01-08,5093001,45.0216666666667,6.63,"3",1628,"2",-18.05,0.986,0.0591,1637,114,0,0,0,1,"A"
"id_5481",2003-01-08,5101001,44.8763888888889,6.47916666666667,"4",1271,"1",-14.11,0.985,0.0591,1448,13,0,0,0.24,0.76,"A"
"id_5483",2003-01-08,6016004,44.0888888888889,6.98944444444444,"2",1441,"1",-12.11,0.99,0.0256,1456,3,0,0,0.09,0.91,"A"
"id_5484",2003-01-08,6094001,44.1,6.93333333333333,"4",1753,"1",-11.73,0.988,0.0263,1693,336,0.215,0,0,0.785,"A"
"id_5485",2003-01-08,6094002,44.0997222222222,6.93083333333333,"1",1772,"1",-11.73,0.988,0.0263,1693,336,0.215,0,0,0.785,"A"
"id_5487",2003-01-08,6163005,44.0919444444444,7.50361111111111,"4",1801,"1",-11.51,0.985,0.0771,1722,8,0,0,0,1,"A"
"id_5488",2003-01-08,7010001,45.2463888888889,4.66611111111111,"4",362,"7",-7.42999999999995,0.977,0.365,367,3235,1,0,0,0,"A"
"id_5489",2003-01-08,7068001,45.0155555555556,4.67111111111111,"1",555,"2",-7.72999999999996,0.983,0.6135,504,28,0,0,0,1,"A"
"id_5490",2003-01-08,7069001,45.0633333333333,4.7,"2",408,"6",-7.82999999999998,0.984,0.594,396,201,0,0,0,1,"A"
"id_5491",2003-01-08,7101001,44.4116666666667,4.30166666666667,"4",117,"8",-4.96999999999997,0.985,0.4592,115,84,0,0,0,1,"B"
"id_5492",2003-01-08,7101002,44.4113888888889,4.29583333333333,"2",109,"8",-4.96999999999997,0.985,0.4592,115,84,0,0,0,1,"B"
"id_5493",2003-01-08,7117001,44.4613888888889,4.23472222222222,"3",262,"6",-6.76999999999998,0.985,0.4479,252,32,0,0,0,1,"B"
"id_5494",2003-01-08,7128001,45.1183333333333,4.53472222222222,"4",1086,"1",-10.65,0.984,0.4802,1105,216,0.26,0,0,0.74,"A"
"id_5495",2003-01-08,7168001,44.2883333333333,4.42166666666667,"4",236,"8",-6.54999999999995,0.984,0.4289,218,37,0,0,0,1,"C"
"id_5498",2003-01-08,7204005,45.0122222222222,4.40111111111111,"4",1074,"1",-13.23,0.984,0.2004,1035,191,0.0375,0,0,0.9625,"A"
"id_5499",2003-01-08,7225001,45.27,4.68166666666667,"3",420,"7",-8.14999999999998,0.982,0.5598,427,100,0.01,0,0,0.99,"A"
"id_5500",2003-01-08,7228001,45.2602777777778,4.78361111111111,"3",285,"7",-6.25,0.982,0.4308,240,133,0.005,0,0,0.995,"B"
"id_5501",2003-01-08,7261001,44.8258333333333,4.77472222222222,"4",102,"6",-14.3699999999999,0.985,0.5632,152,78,0.04,0,0,0.96,"B"
"id_5502",2003-01-08,7265001,45.2972222222222,4.64444444444444,"4",514,"2",-9.19,0.984,0.655,551,14,0,0.015,0,0.985,"A"
"id_5503",2003-01-08,7286004,44.82,4.48833333333333,"3",626,"8",-8.78999999999996,0.984,0.5446,652,8,0,0,0,1,"A"
"id_5504",2003-01-08,7334003,44.4116666666667,4.11805555555556,"3",277,"8",-4.86999999999995,0.984,0.5283,229,142,0,0,0,1,"B"
"id_5505",2003-01-08,7338001,44.8994444444444,4.65222222222222,"4",563,"2",-7.54999999999995,0.986,0.5406,564,536,0.22,0,0,0.78,"B"
"id_5506",2003-01-08,7338005,44.8933333333333,4.62666666666667,"2",530,"6",-7.76999999999998,0.984,0.6034,537,15,0,0,0,1,"A"
"id_5507",2003-01-08,8092001,49.3469444444444,4.46527777777778,"4",135,"3",-11.11,0.991,0.1036,145,157,0.255,0,0,0.745,"A"
"id_5508",2003-01-08,8105003,49.7736111111111,4.73972222222222,"4",142,"1",-7.06999999999999,0.973,0.4209,164,1026,0.715,0.115,0,0.17,"A"
"id_5509",2003-01-08,8105005,49.7827777777778,4.64305555555555,"0",148,"2",-10.4299999999999,0.985,0.6055,152,45,0.3525,0,0,0.6475,"A"
"id_5510",2003-01-08,8145001,49.6580555555556,5.03972222222222,"1",155,"2",-0.489999999999952,0.992,0.5467,155,13,0.0625,0.0175,0,0.92,"A"
"id_5511",2003-01-08,8207001,50.1161111111111,4.77972222222222,"4",117,"2",-8.10999999999996,0.983,0.5514,176,58,0.15,0,0,0.85,"A"
"id_5513",2003-01-08,8239002,49.3916666666667,4.395,"2",99,"3",-13.05,0.992,0.3709,108,0,0,0,0,1,"A"
"id_5517",2003-01-08,8367002,49.9186111111111,4.53,"1",380,"1",-12.35,0.982,0.5818,348,20,0,0,0,1,"A"
"id_5522",2003-01-08,10228002,48.3530555555556,4.4725,"1",144,"3",-7.84999999999997,0.986,0.4257,141,21,0,0.0075,0,0.9925,"A"
"id_5526",2003-01-08,10372001,48.3988888888889,4.67277777777778,"2",144,"2",-8.70999999999998,0.984,0.5197,149,0,0.57,0,0,0.43,"A"
"id_5528",2003-01-08,12051001,44.8347222222222,2.81388888888889,"4",933,"1",-7.86999999999995,0.986,0.6043,937,100,0,0,0,1,"A"
"id_5529",2003-01-08,13108004,43.8297222222222,4.64027777777778,"1",11,"8",-2.58999999999997,0.985,0.267,10,1,0,0.315,0,0.685,"C"
"id_5530",2003-01-08,14066001,49.3338888888889,-0.430555555555556,"1",2,"5",-11.01,0.987,0.4359,7,639,0.505,0.085,0,0.41,"B"
"id_5531",2003-01-08,14216001,48.9280555555556,-0.148611111111111,"1",152,"4",-7.84999999999997,0.984,0.4515,144,0,0,0,0,1,"A"
"id_5532",2003-01-08,14291002,49.0116666666667,-0.379444444444444,"4",175,"5",-6.88999999999999,0.984,0.3767,174,12,0,0,0,1,"A"
"id_5534",2003-01-08,14431002,49.0886111111111,-0.0772222222222222,"4",36,"4",-8.28999999999996,0.985,0.6521,48,50,0.1075,0,0,0.8925,"A"
"id_5535",2003-01-08,14488001,49.2666666666667,-0.25,"4",2,"4",-7.64999999999998,0.985,0.3414,11,52,0.225,0.07,0,0.705,"B"
"id_5536",2003-01-08,14501002,48.8919444444444,-0.39,"2",177,"5",-6.75,0.985,0.53,192,52,0,0,0,1,"A"
"id_5537",2003-01-08,14578001,49.3644444444444,0.166944444444444,"0",138,"5",-6.60999999999996,0.984,0.6333,135,32,0.23,0,0,0.77,"A"
"id_5538",2003-01-08,14579002,49.0344444444444,-0.686111111111111,"4",183,"5",-7.38999999999999,0.985,0.6516,167,11,0,0,0,1,"A"
"id_5539",2003-01-08,14634001,49.0069444444444,0.129444444444444,"4",141,"4",-7.04999999999995,0.984,0.6896,148,58,0,0,0,1,"A"
"id_5541",2003-01-08,14727001,49.2105555555556,-0.811388888888889,"4",100,"5",-8.72999999999996,0.984,0.615,72,2,0,0,0,1,"B"
"id_5542",2003-01-08,15053001,45.0747222222222,2.99055555555556,"1",976,"2",-8.76999999999998,0.985,0.5451,978,0,0.145,0,0,0.855,"A"
"id_5543",2003-01-08,15060001,44.8005555555556,3.01388888888889,"4",1091,"1",-8.75,0.983,0.576,1129,5,0,0,0,1,"A"
"id_5545",2003-01-08,15114002,45.3027777777778,2.83305555555556,"1",1074,"1",-9.63,0.984,0.2189,1094,13,0.005,0,0,0.995,"A"
"id_5546",2003-01-08,15187006,45.0244444444444,3.06722222222222,"2",906,"4",-9.06999999999999,0.984,0.6269,886,84,0,0,0,1,"A"
"id_5547",2003-01-08,15231001,45.1138888888889,3.03722222222222,"4",984,"4",-9.90999999999997,0.984,0.5616,982,160,0.16,0,0,0.84,"A"
"id_5549",2003-01-08,17300001,46.1525,-1.15888888888889,"2",1,"5",-5.76999999999998,0.981,0.2971,7,3288,1,0,0,0,"C"
"id_5550",2003-01-08,17300009,46.1780555555556,-1.19305555555556,"0",18,"5",-6.08999999999997,0.984,0.5087,15,34,0.56,0,0,0.44,"C"
"id_5553",2003-01-08,18015003,47.5008333333333,2.42722222222222,"1",178,"3",-6.98999999999995,0.986,0.4923,186,0,0,0,0,1,"A"
"id_5554",2003-01-08,18125004,47.4577777777778,2.89305555555556,"1",139,"3",-9.16999999999996,0.986,0.5157,139,33,0,0,0,1,"A"
"id_5557",2003-01-08,18269003,47.4538888888889,2.61583333333333,"2",224,"3",-6.60999999999996,0.985,0.4776,217,12,0,0,0,1,"A"
"id_5558",2003-01-08,19134001,45.6258333333333,2.46222222222222,"4",728,"1",-10.45,0.984,0.5272,738,2,0.45,0,0,0.55,"A"
"id_5560",2003-01-08,19275001,45.5588888888889,2.32138888888889,"4",654,"1",-8.86999999999995,0.984,0.5732,675,342,0.28,0,0,0.72,"A"
"id_5562",2003-01-08,21106001,47.2391666666667,5.10222222222222,"5",210,"3",-7.66999999999996,0.984,0.427,211,46,0,0,0,1,"A"
"id_5564",2003-01-08,21154001,47.8494444444444,4.58138888888889,"1",260,"2",-9.34999999999997,0.984,0.5251,235,42,0.02,0,0,0.98,"A"
"id_5565",2003-01-08,21231007,47.3583333333333,5.04333333333333,"4",276,"3",-8.34999999999997,0.973,0.3659,256,5878,1,0,0,0,"A"
"id_5566",2003-01-08,21390001,47.2666666666667,4.98694444444444,"4",280,"3",-8.04999999999995,0.985,0.337,266,404,0.185,0,0,0.815,"A"
"id_5567",2003-01-08,21473001,47.2677777777778,5.08833333333333,"0",219,"3",-7.86999999999995,0.982,0.4932,219,0,0.9775,0,0,0.0225,"A"
"id_5568",2003-01-08,21501003,47.2513888888889,4.56111111111111,"2",410,"2",-8.20999999999998,0.985,0.5697,417,232,0.59,0,0,0.41,"A"
"id_5569",2003-01-08,21527001,46.9569444444444,4.68,"4",401,"3",-8.92999999999995,0.985,0.5376,448,0,0,0,0,1,"A"
"id_5570",2003-01-08,21564001,47.1230555555556,5.07277777777778,"4",202,"3",-6.28999999999996,0.984,0.5326,202,5,0,0.03,0,0.97,"A"
"id_5571",2003-01-08,21567001,47.125,4.49861111111111,"2",392,"3",-6.96999999999997,0.985,0.6644,395,90,0,0,0,1,"A"
"id_5576",2003-01-08,23142001,45.9155555555556,2.26055555555556,"4",591,"2",-9.14999999999998,0.985,0.6629,609,4,0,0,0,1,"A"
"id_5578",2003-01-08,25320001,46.7761111111111,6.28638888888889,"4",892,"1",-12.61,0.983,0.0568,885,644,0.46,0.0125,0,0.5275,"A"
"id_5579",2003-01-08,26002003,45.2522222222222,4.82222222222222,"1",152,"7",-3.46999999999997,0.981,0.4752,151,224,0.47,0,0,0.53,"B"
"id_5580",2003-01-08,26064001,44.9147222222222,4.97194444444444,"1",163,"7",-5.08999999999997,0.984,0.3839,162,62,0.52,0,0,0.48,"B"
"id_5581",2003-01-08,26086003,44.6933333333333,5.48166666666667,"3",578,"6",-6.82999999999998,0.984,0.5875,645,344,0,0,0,1,"B"
"id_5582",2003-01-08,26088001,45.0383333333333,5.09,"4",168,"7",-4.44999999999999,0.977,0.4637,161,271,0.29,0.18,0,0.53,"B"
"id_5583",2003-01-08,26142001,44.6744444444444,5.61555555555555,"2",1011,"1",-5.94999999999999,0.982,0.637,1113,0,0,0,0,1,"A"
"id_5584",2003-01-08,26165001,44.7941666666667,4.83055555555556,"3",100,"6",-16.59,0.985,0.3848,101,45,0,0,0,1,"B"
"id_5586",2003-01-08,26179001,45.0586111111111,4.88361111111111,"2",144,"7",-3.96999999999997,0.982,0.4265,141,151,0.13,0,0,0.87,"B"
"id_5587",2003-01-08,26273002,44.9888888888889,5.165,"2",374,"6",-6.54999999999995,0.984,0.5338,409,17,0,0,0,1,"A"
"id_5588",2003-01-08,26281001,45.0502777777778,4.99722222222222,"2",156,"7",-5.16999999999996,0.984,0.369,157,40,0.28,0,0,0.72,"B"
"id_5589",2003-01-08,26295001,45.1738888888889,4.90277777777778,"2",201,"7",-6.30999999999995,0.986,0.3984,199,54,0,0,0,1,"B"
"id_5590",2003-01-08,26298001,45.2297222222222,5.07138888888889,"2",469,"2",-6.54999999999995,0.985,0.5481,458,18,0,0,0,1,"A"
"id_5591",2003-01-08,26313001,44.9802777777778,4.93138888888889,"3",191,"7",-5.72999999999996,0.984,0.3513,186,2,0,0,0,1,"B"
"id_5593",2003-01-08,26362003,44.93,4.91666666666667,"4",149,"7",-4.26999999999998,0.973,0.2848,145,5215,1,0,0,0,"B"
"id_5594",2003-01-08,26377003,44.3397222222222,5.06027777777778,"3",343,"8",-7.58999999999997,0.985,0.375,317,293,0.13,0,0,0.87,"B"
"id_5597",2003-01-08,27096001,48.8772222222222,0.686944444444444,"4",197,"3",-6.60999999999996,0.984,0.5264,195,31,0,0,0,1,"A"
"id_5599",2003-01-08,27116001,49.1905555555556,0.713611111111111,"4",57,"3",-6.44999999999999,0.984,0.6515,103,125,0.07,0,0,0.93,"A"
"id_5602",2003-01-08,27229003,49.0233333333333,1.14583333333333,"4",66,"3",-7.34999999999997,0.973,0.4226,81,3682,0.97,0,0,0.03,"B"
"id_5605",2003-01-08,27367001,49.2330555555556,0.524722222222222,"4",165,"3",-6.40999999999997,0.984,0.5576,162,19,0,0,0,1,"A"
"id_5606",2003-01-08,27375001,49.2213888888889,1.16666666666667,"4",19,"3",-5.96999999999997,0.977,0.4863,19,3787,0.925,0,0,0.075,"A"
"id_5608",2003-01-08,28190001,48.0913888888889,1.66611111111111,"2",129,"3",-9.60999999999996,0.986,0.2589,129,118,0,0,0,1,"A"
"id_5609",2003-01-08,28195001,48.5661111111111,1.62083333333333,"4",112,"3",-6.54999999999995,0.984,0.4776,112,394,0.22,0,0,0.78,"A"
"id_5610",2003-01-08,28198001,48.0616666666667,1.37666666666667,"0",125,"3",-7.28999999999996,0.986,0.4175,126,0,0.71,0,0,0.29,"B"
"id_5612",2003-01-08,28300001,48.175,1.89666666666667,"4",130,"3",-7.28999999999996,0.984,0.5136,131,5,0,0,0,1,"A"
"id_5613",2003-01-08,28300002,48.1736111111111,1.89444444444444,"2",129,"3",-7.46999999999997,0.986,0.3686,129,93,0,0,0,1,"A"
"id_5614",2003-01-08,28363001,48.405,1.905,"4",153,"3",-6.60999999999996,0.984,0.3108,151,86,0,0,0,1,"A"
"id_5615",2003-01-08,28406001,48.1961111111111,1.67972222222222,"2",137,"3",-7.20999999999998,0.984,0.35,137,37,0,0,0,1,"A"
"id_5618",2003-01-08,30175001,44.2680555555556,4.43027777777778,"2",119,"8",-5.50999999999999,0.984,0.4604,147,9,0,0,0,1,"B"
"id_5620",2003-01-08,30273001,44.2769444444444,4.57944444444444,"2",71,"6",-4.52999999999997,0.984,0.4568,56,54,0,0,0,1,"C"
"id_5621",2003-01-08,33544001,45.5430555555556,-1.04277777777778,"4",5,"6",-2.34999999999997,0.987,0.2841,3,124,0.28,0.28,0,0.44,"D"
"id_5622",2003-01-08,34301002,43.3972222222222,3.69222222222222,"0",69,"8",0.0300000000000296,0.981,0.529,59,1480,0.85,0.15,0,0,"D"
"id_5623",2003-01-08,38005001,45.2033333333333,6.04027777777778,"3",1280,"1",-17.35,0.984,0.1343,1403,31,0,0,0,1,"A"
"id_5624",2003-01-08,38040001,45.0713888888889,6.17166666666667,"4",1539,"1",-17.99,0.984,0.002,1612,50,0,0,0.04,0.96,"B"
"id_5626",2003-01-08,38073001,44.97,5.95666666666667,"4",1044,"1",-16.8699999999999,0.984,0.0673,1481,0,0,0,0.865,0.135,"A"
"id_5629",2003-01-08,38135002,45.7383333333333,5.38833333333333,"4",300,"2",-7.42999999999995,0.985,0.4835,297,210,0,0,0,1,"A"
"id_5630",2003-01-08,38215002,45.5905555555556,4.97222222222222,"4",308,"4",-6.50999999999999,0.984,0.4775,254,170,0.095,0,0,0.905,"B"
"id_5631",2003-01-08,38242001,44.9183333333333,5.635,"3",815,"1",-7.76999999999998,0.983,0.6395,908,292,0.22,0,0,0.78,"A"
"id_5632",2003-01-08,38299002,44.8166666666667,5.91,"3",775,"1",-16.39,0.985,0.561,829,6,0,0.115,0,0.885,"B"
"id_5633",2003-01-08,38315002,45.5283333333333,5.67138888888889,"4",292,"2",-7.06999999999999,0.978,0.5177,287,618,0.24,0,0,0.76,"A"
"id_5634",2003-01-08,38325001,45.275,5.70666666666667,"4",642,"1",-9.10999999999996,0.982,0.3887,938,64,0,0,0,1,"B"
"id_5635",2003-01-08,38349001,45.3297222222222,4.76861111111111,"4",136,"4",-5.22999999999996,0.978,0.3251,137,255,0.195,0,0,0.805,"B"
"id_5636",2003-01-08,38375001,44.9466666666667,6.18833333333333,"4",1575,"1",-15.25,0.987,0.0151,1610,0,0,0,0.02,0.98,"A"
"id_5637",2003-01-08,38375400,44.9466666666667,6.18833333333333,"4",1575,"1",-15.25,0.987,0.0151,1610,0,0,0,0.02,0.98,"A"
"id_5638",2003-01-08,38384001,45.3638888888889,5.31333333333333,"0",376,"2",-7.19,0.984,0.3464,369,0,0.2925,0,0,0.7075,"A"
"id_5640",2003-01-08,38527400,45.1588888888889,6.09777777777778,"4",1712,"1",-20.15,0.984,0.0033,1987,0,0,0,0.4075,0.5925,"A"
"id_5641",2003-01-08,39138001,46.9783333333333,5.31611111111111,"4",186,"3",-6.80999999999995,0.984,0.4086,185,133,0.265,0,0,0.735,"A"
"id_5643",2003-01-08,39436001,46.8816666666667,5.90861111111111,"4",676,"1",-12.11,0.983,0.7154,676,0,0,0,0,1,"A"
"id_5645",2003-01-08,39526001,47.0416666666667,5.41666666666667,"4",195,"2",-6.84999999999997,0.978,0.4015,196,872,0.61,0,0,0.39,"B"
"id_5646",2003-01-08,39526003,47.0438888888889,5.42722222222222,"0",194,"2",-6.94999999999999,0.979,0.3618,194,285,0.73,0,0,0.27,"B"
"id_5648",2003-01-08,41018001,47.6013888888889,1.33055555555556,"4",109,"4",-10.23,0.976,0.2657,108,277,1,0,0,0,"B"
"id_5650",2003-01-08,41106001,47.6033333333333,2.01388888888889,"4",116,"3",-6.10999999999996,0.984,0.5724,114,4,0.17,0,0,0.83,"A"
"id_5654",2003-01-08,41243001,47.7527777777778,1.19805555555556,"4",122,"3",-8.42999999999995,0.985,0.5038,119,462,0.42,0,0,0.58,"B"
"id_5655",2003-01-08,42018001,45.3886111111111,4.68722222222222,"3",424,"4",-8.82999999999998,0.984,0.4945,394,152,0,0,0,1,"A"
"id_5656",2003-01-08,42023003,45.2958333333333,4.55666666666667,"4",572,"2",-9.22999999999996,0.984,0.5863,605,1175,0.3075,0,0,0.6925,"A"
"id_5657",2003-01-08,42023004,45.2988888888889,4.57333333333333,"3",516,"2",-8.58999999999997,0.984,0.6098,557,90,0.155,0,0,0.845,"A"
"id_5659",2003-01-08,42052002,46.1638888888889,4.17416666666667,"3",278,"3",-6.92999999999995,0.985,0.5508,287,2136,0.735,0,0,0.265,"A"
"id_5660",2003-01-08,42098001,45.9363888888889,4.26777777777778,"4",489,"2",-8.56999999999999,0.986,0.6872,491,41,0.02,0,0,0.98,"A"
"id_5662",2003-01-08,42152001,46.0969444444444,4.19138888888889,"4",373,"3",-7.44999999999999,0.984,0.69,358,10,0,0,0,1,"A"
"id_5663",2003-01-08,42170001,46.0233333333333,4.11055555555556,"3",304,"3",-7.94999999999999,0.984,0.6878,296,80,0.33,0,0,0.67,"A"
"id_5664",2003-01-08,42184001,46.05,4.05833333333333,"4",283,"3",-7.13,0.973,0.4654,287,2022,1,0,0,0,"A"
"id_5665",2003-01-08,42184002,46.0544444444444,4.04027777777778,"3",298,"3",-7.25,0.974,0.601,298,823,0.58,0,0,0.42,"A"
"id_5666",2003-01-08,42215001,46.1738888888889,4.21611111111111,"4",289,"3",-6.78999999999996,0.986,0.6313,334,465,0.3925,0,0,0.6075,"A"
"id_5667",2003-01-08,42224003,45.3522222222222,4.48833333333333,"3",1089,"1",-14.27,0.987,0.2466,1040,0,0,0,0,1,"A"
"id_5668",2003-01-08,42248002,45.9088888888889,3.84361111111111,"3",612,"2",-10.17,0.983,0.6162,621,342,0.52,0,0,0.48,"A"
"id_5669",2003-01-08,42272001,45.3805555555556,4.75027777777778,"4",166,"4",-6.36999999999995,0.978,0.3129,144,506,0.5,0.24,0,0.26,"B"
"id_5670",2003-01-08,42306001,45.3633333333333,4.48833333333333,"4",1032,"1",-14.27,0.987,0.2466,1040,0,0,0,0,1,"A"
"id_5671",2003-01-08,42328001,45.5722222222222,4.00638888888889,"4",785,"1",-10.11,0.985,0.6207,769,15,0,0,0,1,"A"
"id_5674",2003-01-08,43096001,45.3002777777778,3.41972222222222,"1",422,"4",-6.58999999999997,0.985,0.5881,427,6,0,0,0,1,"A"
"id_5675",2003-01-08,45040001,47.5677777777778,2.85305555555556,"4",166,"3",-7.69,0.986,0.4381,162,69,0.08,0,0,0.92,"A"
"id_5677",2003-01-08,45108001,47.6119444444444,2.49361111111111,"4",159,"3",-6.75,0.984,0.537,160,467,0.385,0,0,0.615,"A"
"id_5678",2003-01-08,45147001,47.9380555555556,1.93555555555556,"4",126,"3",-6.44999999999999,0.975,0.4582,125,2355,0.59,0,0,0.41,"A"
"id_5682",2003-01-08,45253001,48.1669444444444,2.23527777777778,"4",119,"3",-7.44999999999999,0.984,0.3605,121,8,0.0525,0,0,0.9475,"A"
"id_5683",2003-01-08,45270002,47.8080555555556,2.30583333333333,"4",113,"3",-5.76999999999998,0.986,0.4161,111,70,0.03,0,0,0.97,"A"
"id_5684",2003-01-08,45282001,47.8669444444444,1.84444444444444,"4",101,"3",-4.48999999999995,0.977,0.4502,96,644,0.305,0,0,0.695,"B"
"id_5686",2003-01-08,47091001,44.1722222222222,0.594722222222222,"0",59,"7",-4.60999999999996,0.982,0.4879,59,959,0.93,0,0,0.07,"D"
"id_5688",2003-01-08,48080002,44.7333333333333,3.85833333333333,"3",904,"1",-9.46999999999997,0.985,0.6296,937,1271,0.62,0,0,0.38,"A"
"id_5689",2003-01-08,48105001,44.7483333333333,3.82833333333333,"2",949,"1",-12.61,0.983,0.7536,1002,0,0,0,0,1,"A"
"id_5690",2003-01-08,48126001,44.6477777777778,3.41972222222222,"4",1052,"1",-9.00999999999999,0.984,0.6055,1073,6,0,0,0,1,"A"
"id_5691",2003-01-08,48132001,44.7847222222222,3.38694444444444,"4",961,"1",-8.08999999999997,0.985,0.6073,992,453,0.335,0,0,0.665,"A"
"id_5694",2003-01-08,50039001,48.965,-1.15,"2",125,"5",-7.00999999999999,0.984,0.6655,110,10,0,0,0,1,"A"
"id_5697",2003-01-08,50202001,49.0136111111111,-0.970277777777778,"2",135,"5",-8.30999999999995,0.985,0.564,129,144,0,0,0,1,"A"
"id_5698",2003-01-08,50215001,49.1083333333333,-1.55,"2",31,"5",-4.78999999999996,0.985,0.6022,29,34,0,0,0,1,"B"
"id_5699",2003-01-08,50343001,49.2794444444444,-1.57388888888889,"2",79,"5",-5.84999999999997,0.985,0.6113,67,82,0,0,0,1,"B"
"id_5700",2003-01-08,50409001,49.1813888888889,-1.13833333333333,"2",56,"5",-6.94999999999999,0.984,0.7129,57,26,0,0,0,1,"B"
"id_5701",2003-01-08,51056001,48.6,3.6,"2",149,"3",-7.72999999999996,0.984,0.4296,166,17,0,0,0,1,"B"
"id_5704",2003-01-08,51454001,49.25,4.05,"4",100,"3",-6.32999999999998,0.973,0.2495,94,8438,1,0,0,0,"A"
"id_5705",2003-01-08,51454002,49.25,4.025,"3",81,"3",-6.32999999999998,0.973,0.2495,94,8438,1,0,0,0,"A"
"id_5706",2003-01-08,51544002,49.2530555555556,4.55388888888889,"4",136,"3",-10.47,0.991,0.3043,138,304,0.245,0,0,0.755,"A"
"id_5712",2003-01-08,58006001,46.9575,3.50777777777778,"3",219,"3",-6.84999999999997,0.984,0.584,218,116,0.17,0,0,0.83,"A"
"id_5718",2003-01-08,58102001,47.4016666666667,3.08,"3",206,"3",-9.10999999999996,0.985,0.4141,205,15,0,0,0,1,"A"
"id_5722",2003-01-08,58145002,47.2672222222222,3.85833333333333,"2",496,"1",-7.46999999999997,0.982,0.6555,540,4,0,0,0,1,"A"
"id_5723",2003-01-08,58160001,46.9983333333333,3.11277777777778,"0",174,"3",-7.63,0.984,0.5918,183,18,0.295,0,0,0.705,"A"
"id_5725",2003-01-08,58204001,47.0586111111111,3.305,"4",262,"3",-7.34999999999997,0.985,0.5145,276,45,0,0,0,1,"A"
"id_5726",2003-01-08,58215005,47.2969444444444,2.96222222222222,"3",224,"3",-7.94999999999999,0.985,0.3727,221,58,0,0,0,1,"A"
"id_5727",2003-01-08,58223001,47.0083333333333,3.55833333333333,"4",242,"3",-6.44999999999999,0.985,0.6604,240,14,0,0.06,0,0.94,"A"
"id_5729",2003-01-08,58303001,47.0080555555556,3.15194444444444,"4",208,"3",-6.26999999999998,0.973,0.4099,202,2193,1,0,0,0,"A"
"id_5730",2003-01-08,58303002,47.0686111111111,3.13916666666667,"4",209,"3",-6.06999999999999,0.985,0.6887,212,57,0,0,0,1,"A"
"id_5731",2003-01-08,59343001,50.57,3.0975,"0",48,"3",-4.58999999999997,0.977,0.3085,53,158,0.425,0,0,0.575,"B"
"id_5735",2003-01-08,60175001,49.2522222222222,2.52083333333333,"0",84,"3",-8.69,0.984,0.3819,86,0,0.9775,0,0,0.0225,"A"
"id_5738",2003-01-08,60650001,49.2416666666667,2.80166666666667,"4",114,"3",-8.72999999999996,0.985,0.3716,108,206,0,0,0,1,"A"
"id_5739",2003-01-08,61006005,48.7180555555556,0.0113888888888889,"1",171,"3",-7.66999999999996,0.986,0.4732,167,34,0.02,0,0,0.98,"A"
"id_5740",2003-01-08,61136001,48.8444444444444,0.575277777777778,"4",248,"3",-7.50999999999999,0.985,0.5776,246,4,0,0,0,1,"A"
"id_5745",2003-01-08,63038002,45.5086111111111,2.85444444444444,"1",1276,"1",-13.65,0.985,0.0023,1292,12,0.035,0,0,0.965,"A"
"id_5746",2003-01-08,63066002,45.8469444444444,3.65194444444444,"4",669,"2",-9.28999999999996,0.983,0.7699,663,11,0,0,0,1,"A"
"id_5748",2003-01-08,63113001,45.7869444444444,3.14944444444444,"0",330,"3",-8.80999999999995,0.973,0.3593,329,53,0.82,0,0,0.18,"A"
"id_5750",2003-01-08,63178001,45.5352777777778,3.26222222222222,"1",371,"7",-7.90999999999997,0.974,0.418,374,271,0.73,0,0,0.27,"A"
"id_5754",2003-01-08,63300002,45.8833333333333,3.1,"4",347,"3",-8.38999999999999,0.973,0.4783,359,1732,0.74,0,0,0.26,"A"
"id_5755",2003-01-08,63319002,45.5622222222222,3.87111111111111,"0",1271,"1",-14.35,0.984,0.2693,1216,2,0,0,0,1,"A"
"id_5757",2003-01-08,63415001,45.5513888888889,3.36888888888889,"4",455,"3",-8.48999999999995,0.984,0.6711,486,154,0.17,0,0,0.83,"A"
"id_5758",2003-01-08,67090001,48.2861111111111,7.66611111111111,"4",164,"3",-6.44999999999999,0.984,0.4416,163,390,0.255,0.045,0,0.7,"A"
"id_5759",2003-01-08,67261003,48.97,8.16666666666667,"2",110,"2",-10.11,0.991,0.4164,114,417,0.46,0,0,0.54,"A"
"id_5761",2003-01-08,67519001,48.6341666666667,7.83222222222222,"2",135,"2",-6.13,0.983,0.4229,140,0,0,0.0025,0,0.9975,"A"
